Year / Année,Sex / Sexe,Name / Nom,Count / Total
1997,M,ZACHARY,52
1997,M,JORDAN,49
1997,M,ANDREW,48
1997,M,PATRICK,48
1997,M,CHRISTOPHER,44
1997,M,JONATHAN,44
1997,M,DYLAN,43
1997,M,AUSTIN,43
1997,F,JESSICA,74
1997,F,SARAH,72
1997,F,EMILY,71
1997,F,SAMANTHA,63
1997,F,MEGAN,44
1997,F,HANNAH,41
1997,F,ASHLEY,40
1997,F,REBECCA,39
1997,F,TAYLOR,39
1997,F,LAUREN,34
1997,F,EMMA,34
1997,F,GABRIELLE,33
1997,F,JENNA,30
1997,F,MACKENZIE,30
1997,F,RACHEL,28
1997,F,KAYLA,28
1997,F,DANIELLE,27
1997,F,MADISON,26
1997,F,ALYSSA,26
1997,F,MORGAN,26
1998,M,BRANDON,94
1998,M,NICHOLAS,93
1998,M,SAMUEL,82
1998,M,MATTHEW,73
1998,M,JACOB,69
1998,M,RYAN,65
1998,M,ALEXANDER,59
1998,M,JORDAN,55
1998,M,BENJAMIN,51
1998,M,TYLER,50
1998,M,KYLE,50
1998,M,JUSTIN,47
1998,M,ZACHARY,47
1998,M,DYLAN,47
1998,M,AUSTIN,46
1998,M,JOSHUA,45
1998,M,MICHAEL,41
1998,M,ANDREW,41
1998,M,ALEXANDRE,38
1998,M,ALEX,38
1998,F,EMILY,84
1998,F,EMMA,65
1998,F,JESSICA,65
1998,F,SARAH,61
1998,F,MEGAN,55
1998,F,TAYLOR,46
1998,F,SAMANTHA,44
1998,F,HANNAH,40
1998,F,MADISON,36
1998,F,VANESSA,34
1998,F,BRITTANY,34
1998,F,MACKENZIE,31
1998,F,KAYLA,30
1998,F,ALEXANDRA,29
1998,F,EMILIE,29
1998,F,GABRIELLE,28
1998,F,OLIVIA,28
1998,F,LAUREN,28
1998,F,ALYSSA,27
1998,F,ASHLEY,27
1999,M,JACOB,99
1999,M,MATTHEW,81
1999,M,NICHOLAS,68
1999,M,BRANDON,68
1999,M,JOSHUA,66
1999,M,RYAN,65
1999,M,DYLAN,63
1999,M,TYLER,60
1999,M,ALEXANDER,55
1999,M,SAMUEL,54
1999,M,BENJAMIN,53
1999,M,JUSTIN,53
1999,M,AUSTIN,53
1999,M,KYLE,52
1999,M,NOAH,47
1999,M,ZACHARY,47
1999,M,ALEX,46
1999,M,ALEXANDRE,43
1999,M,MICHAEL,41
1999,M,JORDAN,41
1999,F,EMILY,83
1999,F,EMMA,62
1999,F,TAYLOR,58
1999,F,SARAH,56
1999,F,JESSICA,55
1999,F,HANNAH,49
1999,F,MEGAN,47
1999,F,MADISON,47
1999,F,SAMANTHA,38
1999,F,ALYSSA,37
1999,F,MACKENZIE,32
1999,F,ASHLEY,29
1999,F,LAUREN,26
1999,F,KAYLA,25
1999,F,OLIVIA,24
1999,F,ISABELLE,24
1999,F,JASMINE,23
1999,F,BRITTANY,23
1999,F,EMILIE,23
1999,F,MORGAN,23
2000,M,JACOB,74
2000,M,JOSHUA,68
2000,M,SAMUEL,66
2000,M,BRANDON,63
2000,M,NICHOLAS,62
2000,M,BENJAMIN,58
2000,M,MATTHEW,56
2000,M,RYAN,54
2000,M,DYLAN,51
2000,M,ZACHARY,51
2000,M,ALEXANDER,48
2000,M,TYLER,45
2000,M,NOAH,45
2000,M,JUSTIN,45
2000,M,MICHAEL,43
2000,M,CAMERON,42
2000,M,KYLE,41
2000,M,AUSTIN,39
2000,M,ETHAN,36
2000,M,CHRISTOPHER,34
2000,F,EMILY,88
2000,F,EMMA,77
2000,F,MADISON,67
2000,F,SARAH,65
2000,F,HANNAH,55
2000,F,OLIVIA,41
2000,F,TAYLOR,40
2000,F,ASHLEY,39
2000,F,JESSICA,39
2000,F,LAUREN,36
2000,F,MEGAN,36
2000,F,MACKENZIE,35
2000,F,JENNA,30
2000,F,SAMANTHA,29
2000,F,ABIGAIL,28
2000,F,KAYLA,28
2000,F,GABRIELLE,26
2000,F,SOPHIE,25
2000,F,KAITLYN,23
2000,F,RACHEL,22
2001,M,JACOB,85
2001,M,MATTHEW,68
2001,M,NICHOLAS,64
2001,M,ALEXANDER,60
2001,M,SAMUEL,58
2001,M,ETHAN,55
2001,M,BRANDON,54
2001,M,DYLAN,54
2001,M,JOSHUA,51
2001,M,ZACHARY,50
2001,M,JUSTIN,49
2001,M,TYLER,48
2001,M,ALEX,45
2001,M,BENJAMIN,43
2001,M,RYAN,38
2001,M,LOGAN,34
2001,M,CONNOR,34
2001,M,NATHAN,34
2001,M,CALEB,33
2001,M,MICHAEL,32
2001,F,EMILY,68
2001,F,EMMA,60
2001,F,MADISON,59
2001,F,HANNAH,47
2001,F,JESSICA,46
2001,F,SARAH,41
2001,F,ABIGAIL,36
2001,F,GABRIELLE,35
2001,F,MEGAN,34
2001,F,ASHLEY,34
2001,F,GRACE,33
2001,F,TAYLOR,32
2001,F,REBECCA,32
2001,F,MACKENZIE,32
2001,F,OLIVIA,31
2001,F,CHLOE,30
2001,F,ALYSSA,30
2001,F,SAMANTHA,29
2001,F,KAYLA,27
2001,F,LAUREN,27
2002,M,JACOB,83
2002,M,ETHAN,77
2002,M,MATTHEW,69
2002,M,SAMUEL,62
2002,M,BENJAMIN,59
2002,M,ALEXANDER,51
2002,M,JOSHUA,50
2002,M,ZACHARY,49
2002,M,NICHOLAS,46
2002,M,LOGAN,46
2002,M,RYAN,44
2002,M,ALEX,41
2002,M,JUSTIN,39
2002,M,AUSTIN,38
2002,M,BRANDON,37
2002,M,DYLAN,36
2002,M,NATHAN,35
2002,M,ALEXANDRE,34
2002,M,NOAH,34
2002,M,ISAAC,34
2002,F,EMMA,89
2002,F,EMILY,70
2002,F,MADISON,61
2002,F,HANNAH,48
2002,F,SARAH,37
2002,F,RACHEL,35
2002,F,ALYSSA,35
2002,F,OLIVIA,34
2002,F,TAYLOR,33
2002,F,ABIGAIL,33
2002,F,MEGAN,32
2002,F,CHLOE,32
2002,F,ASHLEY,30
2002,F,SOPHIE,29
2002,F,GABRIELLE,28
2002,F,CHLOÉ,27
2002,F,MACKENZIE,27
2002,F,REBECCA,27
2002,F,JESSICA,25
2002,F,ISABELLE,25
2003,M,JACOB,75
2003,M,SAMUEL,72
2003,M,NICHOLAS,65
2003,M,JOSHUA,59
2003,M,RYAN,58
2003,M,ZACHARY,52
2003,M,ETHAN,49
2003,M,WILLIAM,45
2003,M,DYLAN,44
2003,M,MATTHEW,43
2003,M,BENJAMIN,43
2003,M,TYLER,42
2003,M,NOAH,42
2003,M,BRANDON,40
2003,M,ALEX,38
2003,M,LOGAN,36
2003,M,ALEXANDER,34
2003,M,CONNOR,34
2003,M,COLE,33
2003,M,JUSTIN,32
2003,F,EMMA,112
2003,F,MADISON,66
2003,F,EMILY,61
2003,F,ABIGAIL,48
2003,F,SARAH,45
2003,F,OLIVIA,44
2003,F,HANNAH,44
2003,F,TAYLOR,40
2003,F,JENNA,39
2003,F,GRACE,35
2003,F,CHLOÉ,31
2003,F,PAIGE,30
2003,F,JESSICA,29
2003,F,SOPHIE,28
2003,F,CHLOE,28
2003,F,HAILEY,27
2003,F,JASMINE,26
2003,F,MEGAN,26
2003,F,MACKENZIE,24
2003,F,BRIANNA,24
2004,M,SAMUEL,76
2004,M,ETHAN,69
2004,M,NICHOLAS,55
2004,M,JACOB,55
2004,M,RYAN,50
2004,M,LOGAN,49
2004,M,NATHAN,47
2004,M,NOAH,46
2004,M,ZACHARY,45
2004,M,ALEXANDER,43
2004,M,MATTHEW,42
2004,M,TYLER,39
2004,M,BENJAMIN,39
2004,M,CONNOR,39
2004,M,DYLAN,38
2004,M,WILLIAM,34
2004,M,MAXIME,33
2004,M,AUSTIN,33
2004,M,ALEX,32
2004,M,BRANDON,31
2004,M,OWEN,31
2004,M,RILEY,31
2004,F,EMMA,96
2004,F,EMILY,59
2004,F,HANNAH,46
2004,F,SARAH,46
2004,F,MADISON,45
2004,F,OLIVIA,35
2004,F,CHLOE,34
2004,F,ABIGAIL,32
2004,F,GABRIELLE,30
2004,F,LAUREN,30
2004,F,JESSICA,27
2004,F,AUDREY,27
2004,F,JASMINE,26
2004,F,GRACE,26
2004,F,HAILEY,26
2004,F,KAYLA,26
2004,F,TAYLOR,25
2004,F,MACKENZIE,24
2004,F,JENNA,24
2004,F,ISABELLE,24
2005,M,JACOB,79
2005,M,SAMUEL,65
2005,M,ETHAN,54
2005,M,NOAH,52
2005,M,CONNOR,49
2005,M,BENJAMIN,48
2005,M,WILLIAM,48
2005,M,NATHAN,47
2005,M,ALEXANDER,46
2005,M,LOGAN,45
2005,M,JOSHUA,44
2005,M,TYLER,44
2005,M,RYAN,42
2005,M,ZACHARY,42
2005,M,MATTHEW,42
2005,M,DYLAN,37
2005,M,NICHOLAS,37
2005,M,OWEN,34
2005,M,LIAM,34
2005,M,MAXIME,33
2005,M,MIGUEL,33
2005,M,ALEXANDRE,33
2005,M,CAMERON,33
2005,F,EMMA,96
2005,F,EMILY,60
2005,F,MADISON,51
2005,F,OLIVIA,42
2005,F,SARAH,41
2005,F,HANNAH,36
2005,F,ABIGAIL,34
2005,F,CHLOE,33
2005,F,GRACE,30
2005,F,AUDREY,29
2005,F,SOPHIE,26
2005,F,LAUREN,26
2005,F,HAILEY,25
2005,F,JESSICA,25
2005,F,TAYLOR,24
2005,F,GABRIELLE,24
2005,F,AVA,24
2005,F,ASHLEY,23
2005,F,MACKENZIE,23
2005,F,ELLA,22
2006,M,JACOB,80
2006,M,ETHAN,66
2006,M,SAMUEL,60
